list_id,host_id,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
220946,1144415,3,142,6/16/19,1.5,1,166
221043,846050,2,0,,,1,0
221097,1146744,29,22,3/15/19,0.23,1,335
221618,4887492,3,82,5/21/19,0.87,2,90
222054,22486,2,23,9/15/18,0.24,6,342
222304,1153993,4,32,5/8/19,0.34,1,28
223930,1164642,5,24,6/23/19,0.25,1,363
224004,1165231,1,59,10/26/18,0.63,2,86
224006,1165231,55,6,1/2/15,0.08,2,83
224510,991380,4,18,7/5/18,0.21,1,0
225297,1173599,4,3,12/26/18,0.03,1,0
225306,1112560,3,115,7/5/19,1.21,3,264
225887,663879,3,154,6/19/19,1.63,2,305
225926,1177497,1,164,7/1/19,1.73,11,356
225976,1177947,6,76,6/13/19,0.8,1,278
226021,815977,3,116,6/30/19,1.23,2,135
227715,209460,3,234,6/30/19,2.47,4,308
227735,1187935,2,120,6/24/19,1.27,1,229
228317,1191142,4,82,5/18/19,0.87,1,273
228496,1192424,3,13,5/26/19,0.15,1,83
228517,1192610,30,59,6/24/19,0.64,1,281
228925,1194377,7,63,6/26/19,1.87,1,321
228979,1190088,2,52,8/14/18,0.55,1,303
229367,1097545,1,278,7/3/19,2.95,3,192
229874,507304,5,1,1/2/12,0.01,1,0
230321,1203500,2,35,6/9/19,0.4,1,36
230854,12221,5,235,6/29/19,2.49,2,271
230877,292204,28,115,6/30/19,1.21,2,341
230956,1207399,1,109,10/2/15,1.15,1,333
231414,1184442,5,1,7/9/13,0.01,1,210
232612,1217241,3,305,6/27/19,3.24,1,231
232618,763420,1,102,6/18/19,1.52,1,308
233189,1220414,30,83,5/31/19,0.88,1,292
233638,1012895,1,19,7/31/18,0.25,1,311
233662,1223568,2,61,5/18/19,0.65,1,264
234184,902054,5,89,6/30/19,0.94,1,153
234870,1229984,30,65,7/31/17,0.74,3,219
235552,1234405,1,40,6/16/19,0.44,1,0
235651,83257,30,80,4/26/19,0.86,2,332
235951,1236070,30,136,6/19/19,1.45,1,120
235960,1236817,3,100,5/28/18,1.06,1,191
236671,1240820,2,125,7/6/19,1.36,3,248
236788,4166168,5,40,4/14/19,0.5,1,67
236806,1151987,4,0,,,1,0
237127,1146958,30,139,4/28/19,1.59,4,325
237210,1243192,30,0,,,1,249
239055,65064,7,2,10/6/14,0.03,1,0
239733,1256874,28,49,6/26/19,0.53,1,313
239766,1257309,5,8,5/18/18,0.11,1,0
239826,1257760,1,0,,,1,12
239883,136962,5,124,5/25/19,1.32,1,69
239899,1258363,21,5,12/19/18,0.12,1,0
240800,1263176,1,147,6/30/19,1.57,1,293
241140,1177497,1,43,4/14/19,0.46,11,363
241159,1264655,6,8,1/3/19,0.33,1,4
241862,1269455,2,37,1/2/19,0.39,1,257
242532,1177497,1,120,6/19/19,1.28,11,362
242643,1273825,1,24,1/1/19,0.29,1,0
243229,1276497,3,5,7/9/17,0.05,1,365
243708,288711,30,242,4/1/19,2.59,1,102
245504,714200,4,229,6/21/19,2.45,1,26
245544,1260921,2,108,6/19/19,1.36,2,302
245574,1288460,2,181,6/5/19,1.92,1,280
245607,825022,5,34,7/1/19,0.39,1,302
246134,283604,3,5,10/2/16,0.05,1,281
246351,1292250,1,5,8/17/15,0.06,1,0
246916,3647,4,60,6/25/19,0.64,2,297
246938,936630,1,238,6/23/19,2.59,1,246
248865,417504,3,34,4/22/19,0.37,28,60
248871,605463,3,131,6/24/19,1.4,4,296
249414,1306587,4,6,6/28/17,0.16,1,0
249618,1307773,60,4,7/3/15,0.06,1,364
249867,758441,1,7,10/7/18,0.08,4,281
250259,1311398,5,125,7/7/19,3.04,1,0
250311,945499,3,0,,,1,0
250323,1311870,1,49,12/3/14,0.58,1,0
250536,1313306,1,11,9/25/17,0.12,2,365
250537,1313306,5,0,,,2,365
250801,1314834,3,107,5/23/19,1.15,1,249
251262,1278802,2,241,6/29/19,2.6,1,303
251277,1317343,1,176,6/29/19,1.89,1,300
252076,297769,4,151,6/16/19,1.63,2,323
252607,1325961,3,49,8/9/18,0.53,2,0
253332,552343,120,13,9/1/18,0.14,1,204
253466,417504,3,33,6/24/19,0.47,28,60
253471,417504,3,24,11/6/18,0.32,28,84
253475,417504,3,59,6/24/19,0.66,28,60
253548,1331493,1,2,6/25/15,0.04,1,303
253590,1331850,2,16,6/28/19,0.23,1,261
253623,1332108,2,72,11/26/18,0.77,1,0
253800,417504,3,24,4/25/19,0.26,28,60
253803,417504,3,23,6/22/19,0.26,28,60
253806,417504,3,43,7/2/19,0.47,28,60
253811,417504,3,30,7/3/19,0.32,28,56
253815,417504,3,39,6/29/19,0.44,28,84
253828,417504,3,8,7/26/18,0.09,28,58
253839,417504,3,3,11/3/15,0.03,28,60
253842,417504,3,6,4/19/18,0.1,28,60
253846,417504,3,4,12/4/15,0.05,28,81
254131,1267021,5,56,7/6/19,0.66,3,365
254168,417504,3,7,11/16/18,0.08,28,60
254409,1336542,1,2,1/13/14,0.03,1,0
255024,1340007,2,178,6/24/19,2.69,1,297
255476,1302029,30,30,5/31/19,0.8,1,91
255601,1343630,2,190,6/23/19,2.04,1,315
255957,506779,7,25,6/30/19,0.27,2,338
256078,1346437,10,81,5/31/19,0.98,2,40
256328,1347034,2,7,6/22/19,0.08,1,361
256369,1348494,4,216,7/1/19,2.31,1,288
257097,315401,30,31,1/28/19,0.33,1,218
257568,1123923,90,53,8/12/17,0.57,2,1
257787,1356046,3,247,6/21/19,2.65,2,117
258284,1358312,3,233,4/10/19,2.5,1,0
258397,1354758,3,135,6/24/19,1.45,1,204
258686,1233267,4,20,12/30/15,0.23,1,0
258688,436599,4,46,6/2/19,0.5,1,20
258690,1359611,365,10,10/26/14,0.12,1,0
258740,1360043,1,143,6/30/18,2.83,1,0
258838,1360198,2,21,5/22/19,0.26,4,333
258876,1360198,7,0,,,4,189
259946,1360198,2,8,5/19/19,0.09,4,353
260451,52335,7,4,8/28/17,0.05,2,0
260765,480943,2,314,7/1/19,3.45,2,206
261194,696482,3,18,6/18/19,0.25,1,1
261259,1370358,7,11,5/27/15,0.12,1,0
261344,568103,7,51,6/2/19,0.55,1,307
261674,1372786,5,20,4/1/17,0.33,1,0
261781,1359519,7,8,12/30/17,0.12,1,0
262343,1376385,31,59,6/6/19,0.63,1,27
262405,1376778,4,54,6/24/19,0.62,1,27
262478,535128,5,10,12/31/18,0.46,1,348
262583,605463,4,153,6/25/19,1.66,4,246
263005,1380060,3,110,6/2/19,1.2,1,15
263190,1020539,2,69,1/1/19,0.91,2,0
263232,1381171,1,1,1/27/19,0.18,1,5
263502,1382749,180,24,8/19/15,0.26,1,0
263776,1384111,2,95,1/2/19,1.02,2,0
263888,1384559,2,129,4/28/19,1.41,1,107
264323,305972,7,171,3/31/19,1.84,2,144
265036,21188,2,20,6/9/19,0.59,1,98
265064,1123923,90,17,5/3/17,0.27,2,0
265145,1390947,5,8,1/8/15,0.09,1,0
265506,1392440,7,11,11/1/15,0.12,1,0
265831,1394190,5,5,7/5/18,0.09,1,89
265912,1394719,4,0,,,1,354
266146,1385157,30,36,3/19/19,0.39,5,286
266155,1385157,30,16,3/31/19,0.17,5,252
266351,1396546,15,5,7/12/18,0.12,1,189
266437,1397061,4,0,,,1,0
266449,1397115,4,68,6/3/19,0.77,1,271
266756,1398809,28,89,6/30/18,0.99,1,0
267376,638721,30,10,6/24/19,1.02,1,0
267435,1402454,1,38,7/1/19,0.85,1,0
267535,1402951,2,15,6/9/19,0.17,1,337
267652,164675,2,20,1/21/19,0.42,1,347
267708,661399,3,25,6/15/19,0.96,2,127
268392,1406773,2,35,5/27/19,0.42,1,41
268481,1380703,30,1,9/24/13,0.01,1,0
268868,1408733,3,64,6/2/19,0.7,1,18
269283,1410714,3,26,2/16/19,0.33,1,158
269889,1413098,2,244,6/25/19,2.74,1,270
270139,1093220,15,21,1/15/19,0.29,3,88
270231,1366310,2,270,7/7/19,2.95,2,306
270315,1398639,10,16,3/27/19,0.19,3,216
270345,1415590,3,24,6/27/19,0.26,1,16
270680,1315849,1,30,6/28/19,0.33,2,365
270681,1315849,2,5,9/7/15,0.06,2,365
271083,1217923,4,115,6/12/19,1.25,1,312
271128,1417166,5,9,6/25/19,0.19,2,33
271130,1417166,5,45,5/26/19,0.52,2,0
271694,1387370,365,19,9/8/15,0.21,1,365
271950,1362808,3,5,12/31/18,0.08,1,27
271954,1423798,2,203,6/20/19,2.22,1,300
272026,1423613,122,20,1/2/18,0.41,1,216
272044,1195295,3,49,10/27/18,0.53,1,365
272427,511993,4,6,4/21/19,0.07,1,303
272706,1402817,5,7,6/18/17,0.08,1,0
272738,1427381,2,35,6/30/19,0.38,2,161
273190,605463,5,28,9/25/18,0.31,4,297
273256,1429642,6,0,,,1,0
274062,1433395,2,54,6/24/19,0.88,1,50
274329,1434654,3,115,6/25/19,1.75,2,28
274376,1434931,5,6,6/24/19,0.13,1,317
274743,1436404,15,1,8/31/14,0.02,1,275
275976,1417757,3,204,6/30/19,2.31,1,80
276216,1440691,180,1,9/1/16,0.03,1,365
276317,130901,3,89,6/23/19,0.97,1,340
276482,305972,6,130,6/2/19,1.42,2,97
277207,1447684,7,15,6/8/19,0.25,3,365
277370,1448432,30,52,5/13/19,0.6,1,314
277883,950657,6,58,12/29/17,0.63,1,0
278090,1451723,3,208,6/11/19,2.32,1,339
278145,1452026,5,3,6/20/17,0.03,1,0
278631,1132207,30,7,4/21/13,0.08,1,35
278876,368528,1,1,3/18/17,0.04,1,0
279093,1455825,3,2,4/10/18,0.06,1,365
279857,1420300,4,122,7/2/19,1.37,1,257
279969,240427,3,63,6/18/19,0.72,2,5
280315,1151818,5,26,10/31/14,0.28,1,0
281521,70614,27,1,10/2/12,0.01,1,0
281756,1468658,5,14,6/19/19,0.16,1,0
281851,1469036,1,107,6/25/19,2.38,1,304
282341,1471384,30,3,7/30/17,0.05,1,286
282443,36897,3,107,5/18/19,1.17,1,0
282514,1464358,3,29,6/25/19,1.57,1,118
282863,322934,6,69,6/21/19,0.76,1,265
282977,1474071,3,232,7/6/19,2.52,1,303
283072,1474637,7,0,,,1,0
283090,511175,7,24,8/10/18,0.26,2,125
283184,1427381,7,0,,,2,354
283272,524730,19,5,8/3/16,0.06,2,6
283550,1476954,3,10,4/21/19,0.23,1,0
284208,1366270,4,36,11/12/18,0.47,2,80
284855,1482460,5,94,6/19/19,1.1,1,134
285442,1475866,6,1,5/6/13,0.01,1,0
285492,1486034,1,63,8/3/18,0.71,1,364
285716,1487126,15,5,9/11/13,0.06,1,0
286662,1491538,3,238,7/2/19,2.6,1,297
286838,1492339,2,101,10/31/15,1.1,1,0
287397,1029021,3,21,6/24/19,0.23,3,43
287408,1495090,2,72,7/31/18,0.82,1,10
287417,1495196,2,40,6/23/19,0.68,1,0
287421,1495141,3,103,8/1/17,1.13,1,189
287481,1495502,6,66,5/1/19,0.72,2,17
287839,1498424,3,35,6/27/19,0.4,1,289
287845,1496847,31,121,7/1/19,1.33,1,305
289020,347036,8,15,8/29/18,0.19,1,0
289037,632334,2,13,9/5/16,0.18,1,0
289288,1502469,2,129,5/11/19,1.42,1,220
289665,1503831,20,157,8/11/16,1.71,1,0
289703,815741,5,8,11/26/16,0.11,1,0
289958,1454655,2,5,9/9/14,0.06,1,362
289995,1505217,4,46,6/23/19,0.52,1,121
290457,207124,30,37,2/16/19,0.41,1,153
291524,1470688,7,14,6/25/19,0.16,1,205
291714,1321504,5,37,4/15/18,0.45,1,310
291812,1509416,5,1,8/30/16,0.03,1,0
292047,1490696,3,209,7/4/19,2.38,1,236
292121,169927,3,4,9/12/18,0.07,1,200
292266,1513294,60,17,4/1/19,0.19,2,74
292637,1021834,5,0,,,1,0
293004,910719,1,0,,,1,0
293837,1495502,4,54,6/11/19,0.66,2,12
294227,417504,3,43,6/22/19,0.49,28,84
294239,1521432,3,7,4/18/17,0.08,1,0
294242,417504,3,75,6/5/19,0.93,28,84
294250,45682,1,88,6/7/19,0.99,1,0
294259,417504,3,73,6/30/19,0.84,28,56
294263,417504,3,89,7/1/19,1.06,28,62
294280,417504,3,23,4/23/19,0.26,28,81
294297,1521604,3,11,6/23/19,0.16,1,0
294353,430188,28,84,2/16/19,1.12,6,310
294490,417504,3,54,6/10/19,0.61,28,60
294717,1523610,3,17,5/20/15,0.19,1,0
295231,1387286,7,1,3/24/14,0.02,2,0
295379,1525761,1,73,6/19/19,0.89,1,0
295998,568585,3,36,5/1/19,0.47,1,29
296345,496164,2,98,5/31/19,1.07,2,264
296361,1528912,1,63,5/18/19,0.89,2,341
296658,1530106,5,2,9/21/17,0.09,1,0
296717,1530310,5,18,10/10/18,0.2,3,0
296844,839679,3,24,12/4/13,0.28,3,0
297611,997124,3,1,5/13/18,0.07,1,0
297962,1535987,1,2,1/2/18,0.05,1,363
298073,1536533,14,23,11/8/16,0.25,1,25
298759,1539749,2,93,7/7/19,1.12,4,0
298854,1412944,3,0,,,1,358
299062,236421,3,0,,,2,0
299078,787261,5,152,6/23/19,1.69,1,109
299531,1220404,1,119,6/30/19,1.39,2,289
299699,1557998,4,9,4/2/18,0.1,1,188
301034,1550578,2,44,6/26/19,0.49,1,260
302057,1555897,2,158,1/2/19,1.77,1,168
302758,8605,7,12,3/26/16,0.14,1,0
303345,1561505,3,51,5/4/19,0.57,1,311
303462,1562045,1,0,,,1,146
304799,185753,2,11,6/9/19,0.13,1,2
305211,1570170,3,236,6/18/19,2.74,2,242
306702,1577493,3,16,9/1/18,0.18,1,0
306799,1577961,5,123,2/28/19,1.42,1,46
309342,1586945,3,14,8/19/15,0.22,1,365
310220,1590548,14,65,12/30/18,0.73,1,364
310272,1390555,1,50,6/3/19,0.56,1,352
310325,745069,3,33,6/10/19,0.39,3,301
310338,745069,3,30,1/1/19,0.35,3,322
310524,1597481,3,13,1/31/19,0.15,1,298
310796,1385157,30,18,6/7/19,0.2,5,285
311003,72747,4,1,4/21/13,0.01,1,342
311343,1601664,3,216,5/14/19,2.44,1,250
311356,142147,2,98,5/1/19,1.09,1,326
312429,1606222,2,61,6/2/19,0.86,1,90
313890,1613244,30,13,4/23/19,0.34,9,289
314982,1617817,3,136,7/1/19,1.52,1,193
316238,279078,2,39,6/9/19,0.47,2,293
317838,1631400,14,65,7/1/19,0.73,1,155
317905,1631733,3,62,1/2/19,0.71,1,189
318021,1632149,3,47,6/30/19,0.57,1,248
318187,1633100,2,42,6/20/19,0.48,1,238
319724,1639120,3,207,6/16/19,2.29,2,284
319798,9647066,4,72,7/3/19,0.81,2,343
319844,1639884,14,22,5/2/19,0.25,1,268
320865,1643782,30,25,3/31/19,0.28,1,249
320876,516347,2,215,6/30/19,2.42,1,291
320877,1366194,4,26,6/24/17,0.73,1,0
321014,1644452,5,18,1/2/18,0.21,1,0
321136,1644999,3,18,12/31/18,0.21,1,31
322037,1649300,2,320,7/7/19,3.6,1,0
322604,1651591,2,160,7/2/19,1.8,2,79
322974,1610852,2,78,2/8/19,1.22,1,0
323706,6064192,30,64,8/3/18,0.72,1,157
324115,1639120,2,219,6/19/19,2.44,2,277
324517,1660724,1,66,12/10/17,0.94,1,353
324800,1661965,3,25,12/22/18,0.29,1,0
325429,92788,4,102,6/28/19,1.15,2,280
326832,668564,2,32,6/23/19,0.47,1,7
326956,51038,3,15,4/22/19,0.18,6,266
327521,82896,5,1,11/16/15,0.02,1,0
327778,1675255,3,12,6/30/19,0.14,1,271
328040,1676487,10,19,6/11/19,0.27,1,101
328693,1013131,3,297,6/24/19,3.37,1,205
328744,890215,3,12,7/7/19,0.13,1,343
329064,1680375,4,9,1/2/17,0.11,1,0
329310,1681546,15,9,5/14/16,0.1,1,190
329385,312288,7,46,5/25/19,0.62,2,310
333189,1697784,4,42,6/24/19,0.47,2,52
333323,1698391,2,118,7/1/19,2.11,3,312
334607,52043,30,53,5/3/19,0.6,1,0
334781,547177,1,15,6/24/19,0.21,1,329
335797,1709216,3,64,5/11/19,0.72,4,333
335819,1709216,3,51,4/27/19,0.58,4,327
335820,1709216,3,79,4/29/19,0.88,4,349
336220,1711529,3,202,6/19/19,2.29,1,217
339456,1723485,1,23,12/31/18,0.63,1,0
341525,1732559,6,62,6/1/19,0.76,2,80
341982,483013,2,36,8/23/15,0.45,1,0
342027,168417,1,16,6/16/19,0.19,2,351
342965,1740233,4,24,9/21/17,0.27,1,362
342995,1740216,2,77,7/1/19,0.88,2,144
343276,1732559,5,110,5/26/19,1.27,2,43
343971,10609846,1,56,7/16/18,0.64,1,365
344019,1746209,1,7,6/7/12,0.08,1,129
344068,1745312,21,0,,,1,0
344092,1745402,18,19,7/13/16,0.22,1,0
346248,1755339,3,7,5/31/15,0.09,1,0
346805,562614,1,53,10/28/14,0.6,1,0
347865,251176,3,265,6/24/19,2.99,2,355
349841,202507,5,0,,,1,0
350168,1774431,30,8,1/2/18,0.1,1,280
350525,74777,14,46,6/19/18,0.52,1,38
351530,1747222,5,6,11/4/18,0.08,1,31
351859,417652,4,75,7/1/19,0.86,1,324
352651,1785800,5,11,6/23/19,0.13,3,365
352864,1786901,3,5,6/29/19,1.47,9,0
353317,314377,3,132,6/23/19,1.49,1,171
354095,1474749,6,41,6/7/19,0.47,1,36
355106,1797859,7,34,4/7/19,0.39,1,332
356230,1251762,3,34,6/9/14,0.39,1,0
357509,684129,7,27,3/1/19,0.31,1,192
359982,1631288,4,30,4/13/19,0.34,1,139
360400,1386983,3,214,6/2/19,2.45,2,167
361803,1562039,30,12,4/15/18,0.14,1,0
363320,390251,2,6,7/30/18,0.09,4,10
363673,256239,7,0,,,1,365
364275,1840564,3,156,7/4/19,1.8,1,110
364785,1842714,2,30,12/29/18,0.74,1,0
367042,774128,5,1,9/4/14,0.02,1,0
367810,1728785,5,3,4/24/19,0.09,1,242
369411,179679,2,272,6/27/19,3.18,3,22
369567,1863447,3,63,1/1/19,0.82,1,0
369671,1863713,30,58,7/1/19,0.66,1,200
371138,1869567,2,5,10/12/15,0.1,1,0
373618,1879389,3,63,6/30/19,0.71,2,87
374548,1884204,5,268,7/2/19,3.04,2,202
375249,1887999,3,80,5/26/19,0.92,1,226
377217,1895957,3,22,4/14/17,0.25,1,0
378460,1900800,7,13,6/17/19,0.15,1,327
380416,438133,4,23,4/30/19,0.67,2,262
380730,1317588,30,3,12/4/18,0.08,1,0
382523,732535,3,10,10/24/18,0.12,3,359
382524,732535,3,14,4/4/19,0.16,3,348
385190,1928213,1,20,6/6/19,0.28,1,0
385657,1930204,5,2,5/15/15,0.02,1,0
385824,1931205,2,47,7/3/19,1.22,1,318
386555,773928,2,6,1/1/19,0.19,1,363
386744,1935291,7,93,6/7/19,1.06,1,70
386799,1935605,3,116,1/3/16,1.32,1,0
387324,1828506,240,15,9/4/18,0.17,1,90
387377,390251,2,70,6/3/19,0.8,4,15
387666,1939728,3,4,3/4/19,0.41,1,335
387735,1146958,30,128,6/11/19,1.46,4,0
389482,1947974,1,59,11/9/18,0.69,2,0
391948,1960128,1,8,9/30/15,0.11,2,364
391955,1960189,2,106,6/24/19,1.22,1,34
392948,312722,15,15,6/26/19,0.57,4,242
393016,1303029,2,133,5/5/19,1.51,1,147
393094,1965972,4,27,5/25/19,0.31,1,169
393682,1968502,5,61,1/2/18,0.7,1,188
394026,1651591,2,2,10/8/18,0.02,2,89
394111,1947974,1,16,1/1/17,0.18,2,189
394235,1970839,7,0,,,1,0
396636,1981742,5,38,5/16/19,0.44,1,253
397034,70234,1,25,6/22/13,0.28,1,311
397297,1982209,3,93,11/17/15,1.05,1,0
397420,1985717,3,6,9/5/17,0.07,1,363
398281,325790,7,30,12/4/16,0.34,1,224
398283,1989327,3,17,7/5/19,0.46,1,5
399946,1996265,10,67,5/16/19,0.77,1,301
400039,1488809,30,53,6/30/17,0.68,1,0
400466,1985759,30,32,10/11/16,0.37,1,50
401579,462379,30,131,6/23/19,1.84,2,296
401836,2005740,4,19,5/21/19,0.22,1,84
402037,2006712,1,0,,,1,365
403056,2010724,3,74,5/28/19,0.84,3,212
403264,1386983,3,165,7/3/19,1.88,2,181
403668,2013117,2,16,1/2/19,0.18,1,0
404502,242506,3,269,6/5/19,3.09,3,158
404923,2017752,3,243,6/24/19,2.75,1,217
405025,2018042,2,59,7/1/19,0.94,1,335
405408,2020431,3,134,6/22/19,1.53,1,231
406926,2027134,28,81,7/3/19,0.93,1,122
406992,1952186,3,7,10/22/16,0.08,1,270
407469,2015914,3,112,5/26/19,1.28,8,330
408491,2034361,5,0,,,1,0
408983,520189,2,92,6/9/19,1.05,1,321
409262,1621363,29,23,2/14/19,0.26,2,312
409293,2010724,3,67,5/28/19,0.76,3,345
409666,405225,2,8,9/18/16,0.1,1,2
411336,2047776,2,244,7/1/19,2.81,2,252
411525,1697784,6,62,5/17/19,0.7,2,15
411918,2050338,5,125,7/2/19,1.47,3,169
412061,2051075,30,58,6/1/19,0.67,2,212
412180,2051961,5,9,9/3/18,0.1,1,0
413504,1286417,3,137,6/13/19,1.57,1,296
413775,2058589,2,16,5/9/19,0.24,1,167
413876,2059155,1,36,9/26/18,0.57,1,365
414801,319077,1,54,3/24/19,0.65,4,365
415304,2050328,14,1,5/31/16,0.03,1,0
416557,2714164,6,39,3/13/19,0.47,2,258
417685,119588,1,145,6/22/19,1.76,2,257
418291,626289,3,28,6/25/19,0.33,1,364
419373,2085639,2,206,6/30/19,2.4,1,236
419792,2087636,7,4,5/4/19,0.22,1,0
421554,2096690,15,37,10/30/16,0.52,2,54
422040,1090764,30,27,8/11/17,0.31,1,189
424192,2108853,30,18,5/21/16,0.21,1,364
424667,2111060,1,134,4/2/19,1.54,1,265
424767,2103888,2,197,6/20/19,2.25,1,207
424889,2076827,7,5,5/21/15,0.09,1,0
424930,905122,28,5,10/6/15,0.06,1,196
425784,2116807,4,8,1/2/18,0.09,1,0
428226,2128778,2,62,5/11/19,0.71,2,57
430427,820046,2,13,1/31/17,0.15,1,0
430665,2141109,1,8,8/22/14,0.09,1,0
431865,361855,3,50,6/30/19,0.87,2,277
432090,2148881,180,69,9/28/16,0.79,1,0
433218,644941,4,41,5/20/19,0.47,1,10
433414,287733,20,89,6/28/19,1.04,1,247
433914,1906804,4,40,6/17/19,0.46,1,273
434792,2117078,3,106,6/7/19,1.22,1,189
435774,2164138,4,33,11/25/18,0.39,1,0
435776,2164452,5,2,10/3/17,0.09,1,365
435909,2165401,88,19,12/24/16,0.22,1,249
435946,2165711,6,100,6/14/19,1.14,1,310
436510,2168251,3,16,9/25/18,0.19,1,291
436619,2168468,2,64,6/9/19,0.76,1,74
436824,200243,1,17,4/27/19,0.31,2,289
436916,2169825,2,7,10/11/16,0.08,1,0
437352,290662,115,15,12/31/18,0.17,1,219
437906,2175110,5,4,10/7/15,0.07,1,0
438513,2177462,3,87,6/16/19,1,1,73
439750,1566042,150,10,5/19/18,0.14,1,97
439870,1903758,20,0,,,1,149
442636,1655939,3,289,6/24/19,3.3,1,85
442649,793225,9,10,8/22/18,0.11,1,0
443646,2204078,14,39,5/16/19,0.45,1,50
444171,2206506,7,7,4/17/17,0.1,2,303
444430,420542,1,23,3/27/18,0.27,1,333
446367,2216673,4,22,6/10/19,0.27,1,239
447766,1109143,1,1,8/21/14,0.02,1,6
447840,242506,2,5,1/9/16,0.06,3,0
448048,1267021,5,30,5/24/19,0.37,3,180
448049,1267021,7,55,9/30/18,0.64,3,318
449034,124357,1,155,6/7/19,1.78,3,328
449130,2229582,1,95,6/28/19,1.09,1,18
449660,2233165,2,118,6/16/19,1.35,1,353
449680,1812871,5,82,12/15/18,0.96,1,63
450009,2219255,5,105,6/9/19,1.21,3,34
450577,2237267,3,73,6/7/19,0.84,1,284
450578,9647066,7,28,5/12/19,0.32,2,333
450905,2228665,2,0,,,1,0
452068,2246071,1,3,8/16/15,0.06,1,0
452541,2248545,3,120,7/1/19,1.4,1,222
453094,137814,2,339,6/23/19,3.88,3,333
453161,2107905,2,7,6/23/18,0.09,1,0
453255,2252261,4,13,4/29/19,0.15,1,195
453317,1530310,21,6,11/1/13,0.07,3,0
454334,2257289,1,3,12/31/14,0.03,1,0
454763,2259061,20,11,8/16/18,0.18,1,249
454929,1385575,2,67,7/2/19,1.33,1,78
455734,2265389,2,123,7/2/19,1.47,1,21
455801,2265770,4,109,9/19/18,1.25,3,0
456110,2267508,4,23,10/4/15,0.27,1,0
456190,2267864,2,269,6/29/19,3.15,2,167
456457,1594083,3,7,8/29/16,0.08,1,0
456526,2270183,3,36,6/23/19,1.76,1,47
457829,2275829,1,178,7/1/19,2.06,1,0
458154,2268393,4,132,6/10/19,1.51,2,195
458377,346366,3,12,5/28/19,0.15,1,319
459066,2282355,2,23,1/1/19,0.27,1,0
460036,2287727,2,47,6/8/19,0.55,1,177
460999,128890,8,8,3/28/19,0.11,1,0
461050,2286224,3,17,5/12/16,0.2,1,67
462454,2298239,5,4,3/24/18,0.06,1,0
463107,2301624,90,19,12/16/18,0.22,1,311
464231,1530310,7,2,5/29/12,0.02,3,0
465277,2065453,2,35,1/1/18,0.54,3,0
466277,815977,3,108,7/2/19,1.25,2,144
466457,2316542,3,182,7/1/19,2.15,1,220
467569,282315,3,31,6/11/19,0.41,1,28
467634,2321321,1,454,6/18/19,5.27,1,353
467866,2321870,2,199,7/5/19,2.3,1,19
468613,2325861,1,0,,,1,0
470090,2332430,1,230,7/1/19,2.65,1,319
470370,2120259,4,101,6/24/19,1.19,4,170
470498,2334269,2,8,12/22/15,0.13,1,0
470709,2335775,30,154,12/12/18,1.87,1,157
471712,1274269,28,69,5/26/19,0.81,1,80
471758,2339722,10,3,6/19/18,0.05,1,0
471845,2220859,14,3,9/1/13,0.04,1,0
471914,2147438,4,12,4/26/19,0.16,1,330
472052,2341078,5,13,8/22/14,0.15,1,0
472376,1689040,2,10,5/23/16,0.17,1,0
472546,1600988,15,5,1/4/19,0.06,1,311
473592,2347382,1,144,6/17/19,1.68,2,340
473777,2348973,5,10,2/19/17,0.12,1,0
474283,950232,7,0,,,1,0
475216,2355439,2,17,7/27/15,0.2,1,0
476527,2027013,30,57,5/5/19,0.67,6,0
476570,2027013,30,70,3/9/19,0.83,6,4
476571,2027013,30,62,1/10/19,0.74,6,8
476899,2363997,6,17,10/11/18,0.2,1,0
476983,277379,1,439,7/5/19,5.12,2,238
478053,2368753,4,48,1/6/19,0.56,1,96
478385,2368133,3,134,6/29/19,1.56,1,236
478832,2371814,6,2,5/20/14,0.03,1,0
478949,1130454,3,16,11/4/17,0.19,1,0
479002,1708956,2,31,7/3/19,1.14,1,30
479263,2373905,30,36,1/19/19,0.42,1,342
479285,2374190,3,1,12/30/12,0.01,1,330
479867,2377104,2,338,7/7/19,3.9,2,225
480549,2361715,3,117,12/11/17,1.41,1,0
481022,2382189,1,261,6/22/19,3.24,1,212
482365,914838,30,32,1/31/17,0.37,7,365
482765,2389885,2,112,6/30/19,1.3,2,12
483414,1539749,2,22,5/20/19,0.26,4,297
483485,1492619,2,319,7/2/19,3.78,1,112
483505,2393537,7,69,6/20/19,0.85,1,261
484297,2397411,4,10,9/12/18,0.12,1,0
484312,2306962,2,24,2/20/19,0.39,1,23
484728,2396741,30,3,8/12/17,0.05,1,30
485026,2400932,31,17,6/30/14,0.2,2,331
486350,2407024,7,13,8/21/16,0.15,2,0
488083,619154,2,58,5/27/19,0.67,1,0
489018,864370,2,62,6/23/19,0.74,1,0
489365,2420670,3,203,6/27/19,2.85,1,38
489924,1027283,2,33,6/30/19,0.39,1,20
489965,2423067,3,47,3/9/19,0.66,2,0
490011,2423401,5,0,,,1,342
490278,2424873,14,30,3/2/18,0.35,1,317
490989,2427385,3,2,3/29/17,0.05,1,0
491123,2427868,2,121,6/17/19,1.6,1,361
491529,2429432,3,27,5/17/19,0.45,1,68
491942,1995093,3,24,10/9/16,0.3,1,0
